	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	192	3	-	11	0	0	27.27	3	caught	2	v Sri Lanka	Pallekele	27-Aug-17	Virat Kohli	India	Batting					Virat Kohli
	193	131	-	96	17	2	136.45	3	caught	1	v Sri Lanka	Colombo (RPS)	31-Aug-17	Virat Kohli	India	Batting					Virat Kohli
	194		-	116	9	0	94.82	3	not out	2	v Sri Lanka	Colombo (RPS)	03-Sep-17	Virat Kohli	India	Batting					Virat Kohli
	195	0	7	4	0	0	0	3	caught	1	v Australia	Chennai	17-Sep-17	Virat Kohli	India	Batting					Virat Kohli
	196	92	148	107	8	0	85.98	3	bowled	1	v Australia	Eden Gardens	21-Sep-17	Virat Kohli	India	Batting					Virat Kohli
	197	28	58	35	2	0	80	3	caught	2	v Australia	Indore	24-Sep-17	Virat Kohli	India	Batting					Virat Kohli
	198	21	23	21	3	0	100	3	bowled	2	v Australia	Bengaluru	28-Sep-17	Virat Kohli	India	Batting					Virat Kohli
	199	39	73	55	2	0	70.9	3	caught	2	v Australia	Nagpur	01-Oct-17	Virat Kohli	India	Batting					Virat Kohli
	200	121	203	125	9	2	96.8	3	caught	1	v New Zealand	Wankhede	22-Oct-17	Virat Kohli	India	Batting					Virat Kohli
	201	29	40	29	3	1	100	3	caught	2	v New Zealand	Pune	25-Oct-17	Virat Kohli	India	Batting					Virat Kohli
	202	113	166	106	9	1	106.6	3	caught	1	v New Zealand	Kanpur	29-Oct-17	Virat Kohli	India	Batting					Virat Kohli
	203	112	164	119	10	0	94.11	3	caught	2	v South Africa	Durban	01-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	204		64	50	4	1	92	3	not out	2	v South Africa	Centurion	04-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	205		220	159	12	2	100.62	3	not out	1	v South Africa	Cape Town	07-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	206	75	119	83	7	1	90.36	3	caught	1	v South Africa	Johannesburg	10-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	207	36	76	54	2	0	66.66	3	run out	1	v South Africa	Gqeberha	13-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	208		123	96	19	2	134.37	3	not out	2	v South Africa	Centurion	16-Feb-18	Virat Kohli	India	Batting					Virat Kohli
	209	75	-	82	7	0	91.46	3	stumped	2	v England	Nottingham	12-Jul-18	Virat Kohli	India	Batting					Virat Kohli
	210	45	-	56	2	0	80.35	3	lbw	2	v England	Lord's	14-Jul-18	Virat Kohli	India	Batting					Virat Kohli
	211	71	98	72	8	0	98.61	3	bowled	1	v England	Leeds	17-Jul-18	Virat Kohli	India	Batting					Virat Kohli
	212	140	-	107	21	2	130.84	3	stumped	2	v West Indies	Guwahati	21-Oct-18	Virat Kohli	India	Batting					Virat Kohli
	213		217	129	13	4	121.7	3	not out	1	v West Indies	Visakhapatnam	24-Oct-18	Virat Kohli	India	Batting					Virat Kohli
	214	107	-	119	10	1	89.91	3	bowled	2	v West Indies	Pune	27-Oct-18	Virat Kohli	India	Batting					Virat Kohli
	215	16	-	17	2	0	94.11	3	caught	1	v West Indies	Brabourne	29-Oct-18	Virat Kohli	India	Batting					Virat Kohli
	216		57	29	6	0	113.79	3	not out	2	v West Indies	Thiruvananthapuram	01-Nov-18	Virat Kohli	India	Batting					Virat Kohli
	217	3	10	8	0	0	37.5	3	caught	2	v Australia	Sydney	12-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	218	104	150	112	5	2	92.85	3	caught	2	v Australia	Adelaide	15-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	219	46	-	62	3	0	74.19	3	caught	2	v Australia	Melbourne	18-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	220	45	59	59	3	0	76.27	3	caught	2	v New Zealand	Napier	23-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	221	43	59	45	5	0	95.55	3	caught	1	v New Zealand	Mount Maunganui	26-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	222	60	94	74	6	1	81.08	3	caught	2	v New Zealand	Mount Maunganui	28-Jan-19	Virat Kohli	India	Batting					Virat Kohli
	223	44	-	45	6	1	97.77	3	lbw	2	v Australia	Hyderabad	02-Mar-19	Virat Kohli	India	Batting					Virat Kohli
	224	116	-	120	10	0	96.66	3	caught	1	v Australia	Nagpur	05-Mar-19	Virat Kohli	India	Batting					Virat Kohli
	225	123	-	95	16	1	129.47	3	bowled	2	v Australia	Ranchi	08-Mar-19	Virat Kohli	India	Batting					Virat Kohli
	226	7	-	6	1	0	116.66	4	caught	1	v Australia	Mohali	10-Mar-19	Virat Kohli	India	Batting					Virat Kohli
	227	20	-	22	2	0	90.9	3	caught	2	v Australia	Delhi	13-Mar-19	Virat Kohli	India	Batting					Virat Kohli
	228	18	44	34	1	0	52.94	3	caught	2	v South Africa	Southampton	05-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	229	82	128	77	4	2	106.49	3	caught	1	v Australia	The Oval	09-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	230	77	105	65	7	0	118.46	3	caught	1	v Pakistan	Manchester	16-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	231	67	105	63	5	0	106.34	3	caught	1	v Afghanistan	Southampton	22-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	232	72	146	82	8	0	87.8	3	caught	1	v West Indies	Manchester	27-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	233	66	103	76	7	0	86.84	3	caught	2	v England	Birmingham	30-Jun-19	Virat Kohli	India	Batting					Virat Kohli
	234	26	45	27	3	0	96.29	3	caught	1	v Bangladesh	Birmingham	02-Jul-19	Virat Kohli	India	Batting					Virat Kohli
	235		61	41	3	0	82.92	3	not out	2	v Sri Lanka	Leeds	06-Jul-19	Virat Kohli	India	Batting					Virat Kohli
	236	1	8	6	0	0	16.66	3	lbw	2	v New Zealand	Manchester	09-Jul-19	Virat Kohli	India	Batting					Virat Kohli
	237		-	-	-	-	-	-	-	-	v West Indies	Providence	08-Aug-19	Virat Kohli	India	Batting					Virat Kohli
	238	120	179	125	14	1	96	3	caught	1	v West Indies	Port of Spain	11-Aug-19	Virat Kohli	India	Batting					Virat Kohli
	239		127	99	14	0	115.15	3	not out	2	v West Indies	Port of Spain	14-Aug-19	Virat Kohli	India	Batting					Virat Kohli
	240	4	-	4	1	0	100	3	bowled	1	v West Indies	Chennai	15-Dec-19	Virat Kohli	India	Batting					Virat Kohli
	241	0	-	1	0	0	0	3	caught	1	v West Indies	Visakhapatnam	18-Dec-19	Virat Kohli	India	Batting					Virat Kohli
	242	85	-	81	9	0	104.93	3	bowled	2	v West Indies	Cuttack	22-Dec-19	Virat Kohli	India	Batting					Virat Kohli
	243	16	-	14	0	1	114.28	4	caught	1	v Australia	Wankhede	14-Jan-20	Virat Kohli	India	Batting					Virat Kohli
	244	78	-	76	6	0	102.63	3	caught	1	v Australia	Rajkot	17-Jan-20	Virat Kohli	India	Batting					Virat Kohli
	245	89	-	91	8	0	97.8	3	bowled	2	v Australia	Bengaluru	19-Jan-20	Virat Kohli	India	Batting					Virat Kohli
	246	51	88	63	6	0	80.95	3	bowled	1	v New Zealand	Hamilton	05-Feb-20	Virat Kohli	India	Batting					Virat Kohli
	247	15	31	25	1	0	60	3	bowled	2	v New Zealand	Auckland	08-Feb-20	Virat Kohli	India	Batting					Virat Kohli
	248	9	20	12	0	1	75	3	caught	1	v New Zealand	Mount Maunganui	11-Feb-20	Virat Kohli	India	Batting					Virat Kohli
	249	21	-	21	2	1	100	3	caught	2	v Australia	Sydney	27-Nov-20	Virat Kohli	India	Batting					Virat Kohli
	250	89	-	87	7	2	102.29	3	caught	2	v Australia	Sydney	29-Nov-20	Virat Kohli	India	Batting					Virat Kohli
	251	63	-	78	5	0	80.76	3	caught	1	v Australia	Canberra	02-Dec-20	Virat Kohli	India	Batting					Virat Kohli
	252	56	65	60	6	0	93.33	3	caught	1	v England	Pune	23-Mar-21	Virat Kohli	India	Batting					Virat Kohli
	253	66	110	79	3	1	83.54	3	caught	1	v England	Pune	26-Mar-21	Virat Kohli	India	Batting					Virat Kohli
	254	7	14	10	1	0	70	3	bowled	1	v England	Pune	28-Mar-21	Virat Kohli	India	Batting					Virat Kohli
	255	51	79	63	3	0	80.95	3	caught	2	v South Africa	Paarl	19-Jan-22	Virat Kohli	India	Batting					Virat Kohli
	256	0	4	5	0	0	0	3	caught	1	v South Africa	Paarl	21-Jan-22	Virat Kohli	India	Batting					Virat Kohli
	257	65	112	84	5	0	77.38	3	caught	2	v South Africa	Cape Town	23-Jan-22	Virat Kohli	India	Batting					Virat Kohli
	258	8	6	4	2	0	200	3	caught	2	v West Indies	Ahmedabad	06-Feb-22	Virat Kohli	India	Batting					Virat Kohli
	259	18	42	30	3	0	60	3	caught	1	v West Indies	Ahmedabad	09-Feb-22	Virat Kohli	India	Batting					Virat Kohli
	260	0	2	2	0	0	0	3	caught	1	v West Indies	Ahmedabad	11-Feb-22	Virat Kohli	India	Batting					Virat Kohli
	261	16	39	25	3	0	64	3	caught	2	v England	Lord's	14-Jul-22	Virat Kohli	India	Batting					Virat Kohli
	262	17	27	22	3	0	77.27	3	caught	2	v England	Manchester	17-Jul-22	Virat Kohli	India	Batting					Virat Kohli
	263	9	22	15	1	0	60	3	caught	1	v Bangladesh	Mirpur	04-Dec-22	Virat Kohli	India	Batting					Virat Kohli
	264	5	9	6	1	0	83.33	1	bowled	2	v Bangladesh	Mirpur	07-Dec-22	Virat Kohli	India	Batting					Virat Kohli
	265	113	174	91	11	2	124.17	3	caught	1	v Bangladesh	Chattogram	10-Dec-22	Virat Kohli	India	Batting					Virat Kohli
	266	113	117	87	12	1	129.88	3	caught	1	v Sri Lanka	Guwahati	10-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	267	4	27	9	1	0	44.44	3	bowled	2	v Sri Lanka	Eden Gardens	12-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	268		173	110	13	8	150.9	3	not out	1	v Sri Lanka	Thiruvananthapuram	15-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	269	8	16	10	1	0	80	3	bowled	1	v New Zealand	Hyderabad	18-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	270	11	19	9	2	0	122.22	3	stumped	2	v New Zealand	Raipur	21-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	271	36	44	27	3	1	133.33	3	caught	1	v New Zealand	Indore	24-Jan-23	Virat Kohli	India	Batting					Virat Kohli
	272	4	15	9	1	0	44.44	3	lbw	2	v Australia	Wankhede	17-Mar-23	Virat Kohli	India	Batting					Virat Kohli
	273	31	79	35	4	0	88.57	3	lbw	1	v Australia	Visakhapatnam	19-Mar-23	Virat Kohli	India	Batting					Virat Kohli
	274	54	118	72	2	1	75	3	caught	2	v Australia	Chennai	22-Mar-23	Virat Kohli	India	Batting					Virat Kohli
	275		-	-	-	-	-	-	-	2	v West Indies	Bridgetown	27-Jul-23	Virat Kohli	India	Batting					Virat Kohli
	276	4	8	7	1	0	57.14	3	bowled	1	v Pakistan	Pallekele	02-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	277		-	-	-	-	-	-	-	2	v Nepal	Pallekele	04-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	278		147	94	9	3	129.78	3	not out	1	v Pakistan	Colombo (RPS)	10-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	279	3	12	12	0	0	25	3	caught	1	v Sri Lanka	Colombo (RPS)	12-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	280		-	-	-	-	-	-	-	2	v Sri Lanka	Colombo (RPS)	17-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	281	56	63	61	5	1	91.8	3	caught	2	v Australia	Rajkot	27-Sep-23	Virat Kohli	India	Batting					Virat Kohli
	282	85	171	116	6	0	73.27	3	caught	2	v Australia	Chennai	08-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	283		64	56	6	0	98.21	3	not out	2	v Afghanistan	Delhi	11-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	284	16	31	18	3	0	88.88	3	caught	2	v Pakistan	Ahmedabad	14-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	285		113	97	6	4	106.18	3	not out	2	v Bangladesh	Pune	19-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	286	95	154	104	8	2	91.34	3	caught	2	v New Zealand	Dharamsala	22-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	287	0	12	9	0	0	0	3	caught	1	v England	Lucknow	29-Oct-23	Virat Kohli	India	Batting					Virat Kohli
	288	88	139	94	11	0	93.61	3	caught	1	v Sri Lanka	Wankhede	02-Nov-23	Virat Kohli	India	Batting					Virat Kohli
	289		195	121	10	0	83.47	3	not out	1	v South Africa	Eden Gardens	05-Nov-23	Virat Kohli	India	Batting					Virat Kohli
	290	51	69	56	5	1	91.07	3	bowled	1	v Netherlands	Bengaluru	12-Nov-23	Virat Kohli	India	Batting					Virat Kohli
	291	117	149	113	9	2	103.53	3	caught	1	v New Zealand	Wankhede	15-Nov-23	Virat Kohli	India	Batting					Virat Kohli
	292	54	99	63	4	0	85.71	3	bowled	1	v Australia	Ahmedabad	19-Nov-23	Virat Kohli	India	Batting					Virat Kohli
	293	24	42	32	2	0	75	3	lbw	2	v Sri Lanka	Colombo (RPS)	02-Aug-24	Virat Kohli	India	Batting					Virat Kohli
	294	14	27	19	2	0	73.68	3	lbw	2	v Sri Lanka	Colombo (RPS)	04-Aug-24	Virat Kohli	India	Batting					Virat Kohli
	295	20	29	18	4	0	111.11	3	lbw	2	v Sri Lanka	Colombo (RPS)	07-Aug-24	Virat Kohli	India	Batting					Virat Kohli
	296	5	12	8	1	0	62.5	3	caught	2	v England	Cuttack	09-Feb-25	Virat Kohli	India	Batting					Virat Kohli
	297	52	74	55	7	1	94.54	3	caught	1	v England	Ahmedabad	12-Feb-25	Virat Kohli	India	Batting					Virat Kohli
	298	22	-	38	1	0	57.89	3	caught	2	v Bangladesh	Dubai (DICS)	20-Feb-25	Virat Kohli	India	Batting					Virat Kohli
	299		151	111	7	0	90.09	3	not out	2	v Pakistan	Dubai (DICS)	23-Feb-25	Virat Kohli	India	Batting					Virat Kohli
	300	11	18	14	2	0	78.57	3	caught	1	v New Zealand	Dubai (DICS)	02-Mar-25	Virat Kohli	India	Batting					Virat Kohli
	301	84	135	98	5	0	85.71	3	caught	2	v Australia	Dubai (DICS)	04-Mar-25	Virat Kohli	India	Batting					Virat Kohli
	302	1	4	2	0	0	50	3	lbw	2	v New Zealand	Dubai (DICS)	09-Mar-25	Virat Kohli	India	Batting					Virat Kohli
	1		-	-	-	-	-	-	-	2	v Ireland	Belfast	23-Jun-07	Rohit Sharma	India	Batting					Rohit Sharma
	2	8	13	9	0	0	88.88	7	bowled	1	v South Africa	Belfast	26-Jun-07	Rohit Sharma	India	Batting					Rohit Sharma
	3	1	3	4	0	0	25	7	caught	2	v Australia	Hyderabad	05-Oct-07	Rohit Sharma	India	Batting					Rohit Sharma
	4	52	82	61	3	1	85.24	5	caught	2	v Pakistan	Jaipur	18-Nov-07	Rohit Sharma	India	Batting					Rohit Sharma
	5	29	68	43	5	0	67.44	4	caught	1	v Australia	Brisbane	03-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	6	0	1	2	0	0	0	5	caught	1	v Sri Lanka	Brisbane	05-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	7		86	61	2	0	63.93	6	not out	2	v Australia	Melbourne	10-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	8		93	64	6	1	109.37	4	not out	1	v Sri Lanka	Canberra	12-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	9	1	12	3	0	0	33.33	4	caught	2	v Australia	Adelaide	17-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	10	24	74	36	1	0	66.66	4	caught	2	v Sri Lanka	Adelaide	19-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	11	1	3	3	0	0	33.33	4	caught	2	v Australia	Sydney	24-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	12		8	7	0	0	42.85	5	not out	2	v Sri Lanka	Hobart	26-Feb-08	Rohit Sharma	India	Batting					Rohit Sharma
	13	66	108	87	6	0	75.86	5	bowled	2	v Australia	Sydney	02-Mar-08	Rohit Sharma	India	Batting					Rohit Sharma
	14	2	6	5	0	0	40	6	caught	1	v Australia	Brisbane	04-Mar-08	Rohit Sharma	India	Batting					Rohit Sharma
	15	9	28	27	0	0	33.33	5	bowled	1	v Pakistan	Mirpur	10-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	16	26	50	43	1	1	60.46	3	caught	2	v Bangladesh	Mirpur	12-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	17	24	43	27	5	0	88.88	3	caught	2	v Pakistan	Mirpur	14-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	18	11	37	29	0	0	37.93	3	run out	1	v Hong Kong	Karachi	25-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	19		3	1	0	0	0	6	not out	2	v Pakistan	Karachi	26-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	20	22	28	23	2	0	95.65	3	caught	2	v Bangladesh	Karachi	28-Jun-08	Rohit Sharma	India	Batting					Rohit Sharma
	21	58	81	71	4	0	81.69	6	caught	1	v Pakistan	Karachi	02-Jul-08	Rohit Sharma	India	Batting					Rohit Sharma
	22		37	28	2	0	78.57	6	not out	2	v Sri Lanka	Karachi	03-Jul-08	Rohit Sharma	India	Batting					Rohit Sharma
	23	3	8	8	0	0	37.5	6	lbw	2	v Sri Lanka	Karachi	06-Jul-08	Rohit Sharma	India	Batting					Rohit Sharma
	24	19	46	31	1	1	61.29	5	caught	1	v Sri Lanka	Dambulla	18-Aug-08	Rohit Sharma	India	Batting					Rohit Sharma
	25	0	2	2	0	0	0	6	lbw	2	v Sri Lanka	Dambulla	20-Aug-08	Rohit Sharma	India	Batting					Rohit Sharma
	26	32	39	32	3	0	100	7	caught	1	v Sri Lanka	Colombo (RPS)	24-Aug-08	Rohit Sharma	India	Batting					Rohit Sharma
	27	18	30	23	0	0	78.26	6	caught	1	v Sri Lanka	Colombo (RPS)	27-Aug-08	Rohit Sharma	India	Batting					Rohit Sharma
	28	3	11	5	0	0	60	5	lbw	2	v Sri Lanka	Colombo (RPS)	29-Aug-08	Rohit Sharma	India	Batting					Rohit Sharma
	29		30	8	1	0	137.5	7	not out	1	v England	Rajkot	14-Nov-08	Rohit Sharma	India	Batting					Rohit Sharma
	30	3	16	13	0	0	23.07	4	caught	1	v England	Indore	17-Nov-08	Rohit Sharma	India	Batting					Rohit Sharma
	31	28	54	41	3	0	68.29	4	caught	2	v England	Kanpur	20-Nov-08	Rohit Sharma	India	Batting					Rohit Sharma
	32		13	10	1	0	80	6	not out	2	v England	Cuttack	26-Nov-08	Rohit Sharma	India	Batting					Rohit Sharma
	33		44	30	3	0	83.33	6	not out	2	v Sri Lanka	Dambulla	28-Jan-09	Rohit Sharma	India	Batting					Rohit Sharma
	34		12	6	0	0	66.66	7	not out	1	v Sri Lanka	Colombo (RPS)	05-Feb-09	Rohit Sharma	India	Batting					Rohit Sharma
	35	15	31	22	1	0	68.18	5	caught	2	v Sri Lanka	Colombo (RPS)	08-Feb-09	Rohit Sharma	India	Batting					Rohit Sharma
	36		-	-	-	-	-	-	-	2	v New Zealand	Hamilton	11-Mar-09	Rohit Sharma	India	Batting					Rohit Sharma
	37		106	74	1	1	58.1	4	not out	1	v New Zealand	Auckland	14-Mar-09	Rohit Sharma	India	Batting					Rohit Sharma
	38	4	9	12	0	0	33.33	3	caught	1	v West Indies	Kingston	26-Jun-09	Rohit Sharma	India	Batting					Rohit Sharma
	39	0	7	2	0	0	0	3	caught	1	v West Indies	Kingston	28-Jun-09	Rohit Sharma	India	Batting					Rohit Sharma
	40	11	19	9	0	0	122.22	5	caught	2	v West Indies	Gros Islet	03-Jul-09	Rohit Sharma	India	Batting					Rohit Sharma
	41		-	-	-	-	-	-	-	-	v West Indies	Gros Islet	05-Jul-09	Rohit Sharma	India	Batting					Rohit Sharma
	42	48	-	61	3	0	78.68	4	caught	2	v South Africa	Ahmedabad	27-Feb-10	Rohit Sharma	India	Batting					Rohit Sharma
	43	114	135	119	6	4	95.79	4	caught	1	v Zimbabwe	Bulawayo	28-May-10	Rohit Sharma	India	Batting					Rohit Sharma
	44		126	100	6	2	101	4	not out	2	v Sri Lanka	Bulawayo	30-May-10	Rohit Sharma	India	Batting					Rohit Sharma
	45	13	34	25	0	0	52	4	run out	1	v Zimbabwe	Harare	03-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	46	32	43	40	1	0	80	5	bowled	1	v Sri Lanka	Harare	05-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	47	0	1	1	0	0	0	4	lbw	2	v Bangladesh	Dambulla	16-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	48	22	20	24	2	0	91.66	5	lbw	2	v Pakistan	Dambulla	19-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	49	69	118	73	7	0	94.52	4	run out	1	v Sri Lanka	Dambulla	22-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	50	41	80	52	3	0	78.84	5	caught	1	v Sri Lanka	Dambulla	24-Jun-10	Rohit Sharma	India	Batting					Rohit Sharma
	51	4	13	11	0	0	36.36	3	caught	2	v New Zealand	Dambulla	10-Aug-10	Rohit Sharma	India	Batting					Rohit Sharma
	52	0	3	2	0	0	0	4	lbw	2	v Sri Lanka	Dambulla	16-Aug-10	Rohit Sharma	India	Batting					Rohit Sharma
	53	11	-	21	2	0	52.38	3	lbw	1	v Sri Lanka	Dambulla	22-Aug-10	Rohit Sharma	India	Batting					Rohit Sharma
	54	5	16	9	0	0	55.55	7	stumped	2	v Sri Lanka	Dambulla	28-Aug-10	Rohit Sharma	India	Batting					Rohit Sharma
	55	44	56	48	4	1	91.66	5	caught	2	v New Zealand	Bengaluru	07-Dec-10	Rohit Sharma	India	Batting					Rohit Sharma
	56		-	-	-	-	-	-	-	2	v New Zealand	Chennai	10-Dec-10	Rohit Sharma	India	Batting					Rohit Sharma
	57	11	28	27	1	0	40.74	4	caught	2	v South Africa	Durban	12-Jan-11	Rohit Sharma	India	Batting					Rohit Sharma
	58	9	29	14	1	0	64.28	7	lbw	1	v South Africa	Johannesburg	15-Jan-11	Rohit Sharma	India	Batting					Rohit Sharma
	59	23	67	45	2	0	51.11	1	bowled	2	v South Africa	Cape Town	18-Jan-11	Rohit Sharma	India	Batting					Rohit Sharma
	60	1	6	6	0	0	16.66	1	caught	2	v South Africa	Gqeberha	21-Jan-11	Rohit Sharma	India	Batting					Rohit Sharma
	61	5	15	8	1	0	62.5	2	bowled	2	v South Africa	Centurion	23-Jan-11	Rohit Sharma	India	Batting					Rohit Sharma
	62		131	75	3	1	90.66	5	not out	2	v West Indies	Port of Spain	06-Jun-11	Rohit Sharma	India	Batting					Rohit Sharma
	63		8	14	1	0	50	5	not out	2	v West Indies	Port of Spain	08-Jun-11	Rohit Sharma	India	Batting					Rohit Sharma
	64		137	91	5	2	94.5	5	not out	2	v West Indies	North Sound	11-Jun-11	Rohit Sharma	India	Batting					Rohit Sharma
	65	39	60	47	0	1	82.97	5	caught	2	v West Indies	North Sound	13-Jun-11	Rohit Sharma	India	Batting					Rohit Sharma
	66	57	105	72	2	1	79.16	5	bowled	1	v West Indies	Kingston	16-Jun-11	Rohit Sharma	India	Batting					Rohit Sharma
	67		1	1	0	0	0	5	retired notout	1	v England	Chester-le-Street	03-Sep-11	Rohit Sharma	India	Batting					Rohit Sharma
	68	72	185	99	3	1	72.72	5	bowled	2	v West Indies	Cuttack	29-Nov-11	Rohit Sharma	India	Batting					Rohit Sharma
	69		131	98	7	2	91.83	5	not out	2	v West Indies	Visakhapatnam	02-Dec-11	Rohit Sharma	India	Batting					Rohit Sharma
	70	95	151	100	10	1	95	5	run out	2	v West Indies	Ahmedabad	05-Dec-11	Rohit Sharma	India	Batting					Rohit Sharma
	71	27	21	16	3	0	168.75	5	bowled	1	v West Indies	Indore	08-Dec-11	Rohit Sharma	India	Batting					Rohit Sharma
	72	21	31	26	1	0	80.76	6	bowled	1	v West Indies	Chennai	11-Dec-11	Rohit Sharma	India	Batting					Rohit Sharma
	73	21	34	21	2	0	100	4	caught	2	v Australia	Melbourne	05-Feb-12	Rohit Sharma	India	Batting					Rohit Sharma
	74	10	29	17	1	0	58.82	4	caught	2	v Sri Lanka	W.A.C.A	08-Feb-12	Rohit Sharma	India	Batting					Rohit Sharma
	75	33	49	41	1	1	80.48	4	caught	2	v Australia	Adelaide	12-Feb-12	Rohit Sharma	India	Batting					Rohit Sharma
	76	15	30	27	2	0	55.55	4	run out	2	v Sri Lanka	Adelaide	14-Feb-12	Rohit Sharma	India	Batting					Rohit Sharma
	77	0	6	5	0	0	0	4	caught	2	v Australia	Brisbane	19-Feb-12	Rohit Sharma	India	Batting					Rohit Sharma
	78		-	-	-	-	-	-	-	1	v Sri Lanka	Mirpur	13-Mar-12	Rohit Sharma	India	Batting					Rohit Sharma
	79	4	9	6	0	0	66.66	6	run out	1	v Bangladesh	Mirpur	16-Mar-12	Rohit Sharma	India	Batting					Rohit Sharma
	80	68	109	83	5	1	81.92	4	caught	2	v Pakistan	Mirpur	18-Mar-12	Rohit Sharma	India	Batting					Rohit Sharma
	81	5	10	8	0	0	62.5	4	bowled	1	v Sri Lanka	Hambantota	21-Jul-12	Rohit Sharma	India	Batting					Rohit Sharma
	82	0	5	5	0	0	0	4	bowled	1	v Sri Lanka	Hambantota	24-Jul-12	Rohit Sharma	India	Batting					Rohit Sharma
	83	0	1	1	0	0	0	5	lbw	2	v Sri Lanka	Colombo (RPS)	28-Jul-12	Rohit Sharma	India	Batting					Rohit Sharma
	84	4	18	14	0	0	28.57	4	lbw	2	v Sri Lanka	Colombo (RPS)	31-Jul-12	Rohit Sharma	India	Batting					Rohit Sharma
	85	4	12	9	1	0	44.44	4	bowled	1	v Sri Lanka	Pallekele	04-Aug-12	Rohit Sharma	India	Batting					Rohit Sharma
	86	4	19	14	0	0	28.57	5	caught	1	v Pakistan	Chennai	30-Dec-12	Rohit Sharma	India	Batting					Rohit Sharma
	87	83	135	93	11	1	89.24	2	lbw	2	v England	Mohali	23-Jan-13	Rohit Sharma	India	Batting					Rohit Sharma
	88	4	15	9	1	0	44.44	2	caught	1	v England	Dharamsala	27-Jan-13	Rohit Sharma	India	Batting					Rohit Sharma
	89	65	96	81	8	1	80.24	1	caught	1	v South Africa	Cardiff	06-Jun-13	Rohit Sharma	India	Batting					Rohit Sharma
