	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	55	1	8	4	0	0	25	8	caught	1	v England	Lord's	25-Jun-19	Pat Cummins	Australia	Batting					Pat Cummins
	56		34	19	1	0	121.05	8	not out	1	v New Zealand	Lord's	29-Jun-19	Pat Cummins	Australia	Batting					Pat Cummins
	57	9	24	15	1	0	60	8	caught	2	v South Africa	Manchester	06-Jul-19	Pat Cummins	Australia	Batting					Pat Cummins
	58	6	11	10	0	0	60	8	caught	1	v England	Birmingham	11-Jul-19	Pat Cummins	Australia	Batting					Pat Cummins
	59		-	-	-	-	-	-	-	2	v India	Wankhede	14-Jan-20	Pat Cummins	Australia	Batting					Pat Cummins
	60	0	-	1	0	0	0	8	bowled	2	v India	Rajkot	17-Jan-20	Pat Cummins	Australia	Batting					Pat Cummins
	61	0	-	1	0	0	0	9	bowled	1	v India	Bengaluru	19-Jan-20	Pat Cummins	Australia	Batting					Pat Cummins
	62	6	9	7	1	0	85.71	9	caught	2	v South Africa	Paarl	29-Feb-20	Pat Cummins	Australia	Batting					Pat Cummins
	63	6	11	7	0	0	85.71	9	caught	1	v South Africa	Bloemfontein	04-Mar-20	Pat Cummins	Australia	Batting					Pat Cummins
	64		-	11	0	1	127.27	8	not out	1	v New Zealand	Sydney	13-Mar-20	Pat Cummins	Australia	Batting					Pat Cummins
	65	9	10	7	1	0	128.57	8	caught	1	v England	Manchester	11-Sep-20	Pat Cummins	Australia	Batting					Pat Cummins
	66	11	23	19	0	1	57.89	8	bowled	2	v England	Manchester	13-Sep-20	Pat Cummins	Australia	Batting					Pat Cummins
	67		13	5	0	0	80	8	not out	2	v England	Manchester	16-Sep-20	Pat Cummins	Australia	Batting					Pat Cummins
	68		-	1	0	0	100	8	not out	1	v India	Sydney	27-Nov-20	Pat Cummins	Australia	Batting					Pat Cummins
	69		-	-	-	-	-	-	-	1	v India	Sydney	29-Nov-20	Pat Cummins	Australia	Batting					Pat Cummins
	70	0	3	2	0	0	0	8	bowled	2	v Sri Lanka	Pallekele	14-Jun-22	Pat Cummins	Australia	Batting					Pat Cummins
	71	4	10	6	1	0	66.66	8	caught	2	v Sri Lanka	Pallekele	16-Jun-22	Pat Cummins	Australia	Batting					Pat Cummins
	72	35	51	43	2	0	81.39	9	lbw	2	v Sri Lanka	Colombo (RPS)	21-Jun-22	Pat Cummins	Australia	Batting					Pat Cummins
	73		-	-	-	-	-	-	-	2	v Sri Lanka	Colombo (RPS)	24-Jun-22	Pat Cummins	Australia	Batting					Pat Cummins
	74		-	-	-	-	-	-	-	2	v England	Adelaide	17-Nov-22	Pat Cummins	Australia	Batting					Pat Cummins
	75		-	-	-	-	-	-	-	1	v England	Melbourne	22-Nov-22	Pat Cummins	Australia	Batting					Pat Cummins
	76		15	9	2	1	233.33	9	not out	1	v India	Mohali	22-Sep-23	Pat Cummins	Australia	Batting					Pat Cummins
	77		40	22	1	0	86.36	8	not out	1	v India	Rajkot	27-Sep-23	Pat Cummins	Australia	Batting					Pat Cummins
	78	15	26	24	1	1	62.5	8	caught	1	v India	Chennai	08-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	79	22	29	21	4	0	104.76	9	caught	2	v South Africa	Lucknow	12-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	80		-	-	-	-	-	-	-	2	v Sri Lanka	Lucknow	16-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	81		17	8	0	0	75	8	not out	1	v Pakistan	Bengaluru	20-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	82		39	9	2	0	133.33	8	not out	1	v Netherlands	Delhi	25-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	83	37	23	14	2	4	264.28	8	lbw	1	v New Zealand	Dharamsala	28-Oct-23	Pat Cummins	Australia	Batting					Pat Cummins
	84	10	17	13	1	0	76.92	8	caught	1	v England	Ahmedabad	04-Nov-23	Pat Cummins	Australia	Batting					Pat Cummins
	85		122	68	1	0	17.64	9	not out	2	v Afghanistan	Wankhede	07-Nov-23	Pat Cummins	Australia	Batting					Pat Cummins
	86		-	-	-	-	-	-	-	2	v Bangladesh	Pune	11-Nov-23	Pat Cummins	Australia	Batting					Pat Cummins
	87		32	29	2	0	48.27	9	not out	2	v South Africa	Eden Gardens	16-Nov-23	Pat Cummins	Australia	Batting					Pat Cummins
	88		-	-	-	-	-	-	-	2	v India	Ahmedabad	19-Nov-23	Pat Cummins	Australia	Batting					Pat Cummins
	89		45	31	4	0	103.22	9	not out	2	v Pakistan	Melbourne	04-Nov-24	Pat Cummins	Australia	Batting					Pat Cummins
	90	13	33	17	0	1	76.47	8	caught	1	v Pakistan	Adelaide	08-Nov-24	Pat Cummins	Australia	Batting					Pat Cummins
	1		-	-	-	-	-	-	-	1	v India	Rajkot	11-Jan-13	Joe Root	England	Batting					Joe Root
	2	36	78	50	3	0	72	4	bowled	2	v India	Kochi	15-Jan-13	Joe Root	England	Batting					Joe Root
	3	39	92	57	4	0	68.42	4	caught	1	v India	Ranchi	19-Jan-13	Joe Root	England	Batting					Joe Root
	4		61	45	8	1	126.66	6	not out	1	v India	Mohali	23-Jan-13	Joe Root	England	Batting					Joe Root
	5	31	64	49	4	0	63.26	4	bowled	2	v India	Dharamsala	27-Jan-13	Joe Root	England	Batting					Joe Root
	6	56	92	64	4	0	87.5	4	bowled	1	v New Zealand	Hamilton	17-Feb-13	Joe Root	England	Batting					Joe Root
	7		71	56	7	2	141.07	4	not out	2	v New Zealand	Napier	20-Feb-13	Joe Root	England	Batting					Joe Root
	8		80	56	2	0	50	4	not out	2	v New Zealand	Auckland	23-Feb-13	Joe Root	England	Batting					Joe Root
	9	30	58	40	1	0	75	4	bowled	1	v New Zealand	Lord's	31-May-13	Joe Root	England	Batting					Joe Root
	10	28	45	27	1	0	103.7	4	caught	2	v New Zealand	Southampton	02-Jun-13	Joe Root	England	Batting					Joe Root
	11	33	52	50	1	0	66	4	run out	1	v New Zealand	Nottingham	05-Jun-13	Joe Root	England	Batting					Joe Root
	12	12	23	17	1	0	70.58	4	caught	1	v Australia	Birmingham	08-Jun-13	Joe Root	England	Batting					Joe Root
	13	68	74	55	5	0	123.63	4	caught	1	v Sri Lanka	The Oval	13-Jun-13	Joe Root	England	Batting					Joe Root
	14	38	47	40	2	1	95	4	caught	1	v New Zealand	Cardiff	16-Jun-13	Joe Root	England	Batting					Joe Root
	15	48	90	71	7	0	67.6	4	bowled	2	v South Africa	The Oval	19-Jun-13	Joe Root	England	Batting					Joe Root
	16	7	8	9	0	0	77.77	4	caught	2	v India	Birmingham	23-Jun-13	Joe Root	England	Batting					Joe Root
	17	3	26	15	0	0	20	4	bowled	2	v Australia	Manchester	08-Sep-13	Joe Root	England	Batting					Joe Root
	18	12	36	24	1	0	50	4	caught	1	v Australia	Birmingham	11-Sep-13	Joe Root	England	Batting					Joe Root
	19	0	1	1	0	0	0	4	caught	2	v Australia	Cardiff	14-Sep-13	Joe Root	England	Batting					Joe Root
	20	21	62	36	0	0	58.33	3	bowled	2	v Australia	Southampton	16-Sep-13	Joe Root	England	Batting					Joe Root
	21	3	25	23	0	0	13.04	3	lbw	1	v Australia	Melbourne	12-Jan-14	Joe Root	England	Batting					Joe Root
	22	2	8	8	0	0	25	3	lbw	1	v Australia	Brisbane	17-Jan-14	Joe Root	England	Batting					Joe Root
	23	55	114	86	3	1	63.95	4	caught	2	v Australia	Adelaide	26-Jan-14	Joe Root	England	Batting					Joe Root
	24	37	86	48	2	0	77.08	4	caught	2	v West Indies	North Sound	28-Feb-14	Joe Root	England	Batting					Joe Root
	25	23	51	43	2	0	53.48	4	caught	2	v West Indies	North Sound	02-Mar-14	Joe Root	England	Batting					Joe Root
	26	107	163	122	7	0	87.7	4	caught	1	v West Indies	North Sound	05-Mar-14	Joe Root	England	Batting					Joe Root
	27	17	7	6	4	0	283.33	6	caught	1	v Scotland	Aberdeen	09-May-14	Joe Root	England	Batting					Joe Root
	28	45	55	41	2	1	109.75	5	lbw	1	v Sri Lanka	The Oval	22-May-14	Joe Root	England	Batting					Joe Root
	29	0	2	3	0	0	0	4	bowled	2	v Sri Lanka	Chester-le-Street	25-May-14	Joe Root	England	Batting					Joe Root
	30		-	-	-	-	-	-	-	2	v Sri Lanka	Manchester	28-May-14	Joe Root	England	Batting					Joe Root
	31	43	90	68	1	0	63.23	4	caught	2	v Sri Lanka	Lord's	31-May-14	Joe Root	England	Batting					Joe Root
	32	10	16	11	1	0	90.9	4	caught	1	v Sri Lanka	Birmingham	03-Jun-14	Joe Root	England	Batting					Joe Root
	33	4	11	4	1	0	100	4	bowled	2	v India	Cardiff	27-Aug-14	Joe Root	England	Batting					Joe Root
	34	2	7	7	0	0	28.57	4	stumped	1	v India	Nottingham	30-Aug-14	Joe Root	England	Batting					Joe Root
	35	44	97	81	2	0	54.32	4	caught	1	v India	Birmingham	02-Sep-14	Joe Root	England	Batting					Joe Root
	36	113	133	108	10	3	104.62	4	caught	1	v India	Leeds	05-Sep-14	Joe Root	England	Batting					Joe Root
	37	2	7	8	0	0	25	4	caught	2	v Sri Lanka	Colombo (RPS)	26-Nov-14	Joe Root	England	Batting					Joe Root
	38	42	71	57	1	0	73.68	4	lbw	1	v Sri Lanka	Colombo (RPS)	29-Nov-14	Joe Root	England	Batting					Joe Root
	39		90	48	2	2	100	4	not out	2	v Sri Lanka	Hambantota	03-Dec-14	Joe Root	England	Batting					Joe Root
	40	36	77	49	1	1	73.46	4	bowled	1	v Sri Lanka	Colombo (RPS)	07-Dec-14	Joe Root	England	Batting					Joe Root
	41		159	117	7	1	88.88	4	not out	2	v Sri Lanka	Pallekele	10-Dec-14	Joe Root	England	Batting					Joe Root
	42	55	114	76	4	0	72.36	4	bowled	2	v Sri Lanka	Pallekele	13-Dec-14	Joe Root	England	Batting					Joe Root
	43	80	142	99	5	0	80.8	4	lbw	2	v Sri Lanka	Colombo (RPS)	16-Dec-14	Joe Root	England	Batting					Joe Root
	44	5	15	15	1	0	33.33	4	caught	1	v Australia	Sydney	16-Jan-15	Joe Root	England	Batting					Joe Root
	45		-	-	-	-	-	-	-	2	v India	Brisbane	20-Jan-15	Joe Root	England	Batting					Joe Root
	46	69	101	70	6	0	98.57	4	caught	1	v Australia	Hobart	23-Jan-15	Joe Root	England	Batting					Joe Root
	47	3	6	2	0	0	150	4	caught	2	v India	W.A.C.A	30-Jan-15	Joe Root	England	Batting					Joe Root
	48	25	46	37	2	0	67.56	4	lbw	2	v Australia	W.A.C.A	01-Feb-15	Joe Root	England	Batting					Joe Root
	49	5	20	12	0	0	41.66	4	caught	2	v Australia	Melbourne	14-Feb-15	Joe Root	England	Batting					Joe Root
	50	46	123	70	3	0	65.71	4	caught	1	v New Zealand	Wellington	20-Feb-15	Joe Root	England	Batting					Joe Root
	51	1	8	3	0	0	33.33	4	caught	1	v Scotland	Christchurch	23-Feb-15	Joe Root	England	Batting					Joe Root
	52	121	151	108	14	2	112.03	4	lbw	1	v Sri Lanka	Wellington	01-Mar-15	Joe Root	England	Batting					Joe Root
	53	29	79	47	2	0	61.7	4	caught	2	v Bangladesh	Adelaide	09-Mar-15	Joe Root	England	Batting					Joe Root
	54		-	-	-	-	-	-	-	2	v Afghanistan	Sydney	13-Mar-15	Joe Root	England	Batting					Joe Root
	55	104	108	78	13	2	133.33	3	caught	1	v New Zealand	Birmingham	09-Jun-15	Joe Root	England	Batting					Joe Root
	56	6	11	10	0	0	60	3	caught	2	v New Zealand	The Oval	12-Jun-15	Joe Root	England	Batting					Joe Root
	57	54	90	63	6	0	85.71	3	bowled	1	v New Zealand	Southampton	14-Jun-15	Joe Root	England	Batting					Joe Root
	58		139	97	13	0	109.27	3	not out	2	v New Zealand	Nottingham	17-Jun-15	Joe Root	England	Batting					Joe Root
	59	4	8	5	1	0	80	3	stumped	2	v New Zealand	Chester-le-Street	20-Jun-15	Joe Root	England	Batting					Joe Root
	60	0	8	7	0	0	0	3	lbw	1	v Pakistan	Abu Dhabi	11-Nov-15	Joe Root	England	Batting					Joe Root
	61	63	121	77	3	0	81.81	3	bowled	1	v Pakistan	Abu Dhabi	13-Nov-15	Joe Root	England	Batting					Joe Root
	62	11	15	14	1	0	78.57	3	caught	2	v Pakistan	Sharjah	17-Nov-15	Joe Root	England	Batting					Joe Root
	63	71	105	71	3	2	100	3	stumped	1	v Pakistan	Dubai (DICS)	20-Nov-15	Joe Root	England	Batting					Joe Root
	64	52	97	58	4	1	89.65	3	bowled	1	v South Africa	Bloemfontein	03-Feb-16	Joe Root	England	Batting					Joe Root
	65	38	93	64	2	0	59.37	3	bowled	2	v South Africa	Gqeberha	06-Feb-16	Joe Root	England	Batting					Joe Root
	66	125	165	113	10	5	110.61	3	run out	1	v South Africa	Centurion	09-Feb-16	Joe Root	England	Batting					Joe Root
	67	109	-	124	10	1	87.9	3	caught	1	v South Africa	Johannesburg	12-Feb-16	Joe Root	England	Batting					Joe Root
	68	27	41	25	4	0	108	3	lbw	1	v South Africa	Cape Town	14-Feb-16	Joe Root	England	Batting					Joe Root
	69	2	19	6	0	0	33.33	3	bowled	2	v Sri Lanka	Nottingham	21-Jun-16	Joe Root	England	Batting					Joe Root
	70		-	-	-	-	-	-	-	2	v Sri Lanka	Birmingham	24-Jun-16	Joe Root	England	Batting					Joe Root
	71		15	16	1	0	68.75	3	not out	2	v Sri Lanka	Bristol	26-Jun-16	Joe Root	England	Batting					Joe Root
	72	65	83	54	9	0	120.37	3	caught	2	v Sri Lanka	The Oval	29-Jun-16	Joe Root	England	Batting					Joe Root
	73	93	149	106	6	0	87.73	3	bowled	1	v Sri Lanka	Cardiff	02-Jul-16	Joe Root	England	Batting					Joe Root
	74	61	101	72	6	0	84.72	3	run out	2	v Pakistan	Southampton	24-Aug-16	Joe Root	England	Batting					Joe Root
	75	89	201	108	5	0	82.4	3	caught	2	v Pakistan	Lord's	27-Aug-16	Joe Root	England	Batting					Joe Root
	76	85	146	86	8	0	98.83	3	caught	1	v Pakistan	Nottingham	30-Aug-16	Joe Root	England	Batting					Joe Root
	77	30	45	26	5	1	115.38	3	caught	2	v Pakistan	Leeds	01-Sep-16	Joe Root	England	Batting					Joe Root
	78	9	21	9	1	0	100	3	bowled	1	v Pakistan	Cardiff	04-Sep-16	Joe Root	England	Batting					Joe Root
	79	78	141	95	4	1	82.1	3	caught	1	v India	Pune	15-Jan-17	Joe Root	England	Batting					Joe Root
	80	54	65	55	8	0	98.18	3	caught	2	v India	Cuttack	19-Jan-17	Joe Root	England	Batting					Joe Root
	81	4	9	5	0	0	80	3	bowled	1	v West Indies	North Sound	03-Mar-17	Joe Root	England	Batting					Joe Root
	82		195	127	3	0	70.86	3	not out	2	v West Indies	North Sound	05-Mar-17	Joe Root	England	Batting					Joe Root
	83	101	-	108	10	0	93.51	3	caught	1	v West Indies	Bridgetown	09-Mar-17	Joe Root	England	Batting					Joe Root
	84		78	52	7	0	94.23	3	not out	2	v Ireland	Bristol	05-May-17	Joe Root	England	Batting					Joe Root
	85	73	106	73	8	0	100	3	caught	1	v Ireland	Lord's	07-May-17	Joe Root	England	Batting					Joe Root
	86	37	93	51	2	0	72.54	3	caught	1	v South Africa	Leeds	24-May-17	Joe Root	England	Batting					Joe Root
	87	39	50	41	6	0	95.12	3	run out	1	v South Africa	Southampton	27-May-17	Joe Root	England	Batting					Joe Root
	88	2	6	5	0	0	40	3	lbw	1	v South Africa	Lord's	29-May-17	Joe Root	England	Batting					Joe Root
	89		202	129	11	1	103.1	3	not out	2	v Bangladesh	The Oval	01-Jun-17	Joe Root	England	Batting					Joe Root
	90	64	122	65	4	2	98.46	3	bowled	1	v New Zealand	Cardiff	06-Jun-17	Joe Root	England	Batting					Joe Root
	91	15	25	14	2	0	107.14	3	caught	2	v Australia	Birmingham	10-Jun-17	Joe Root	England	Batting					Joe Root
	92	46	82	56	2	0	82.14	3	caught	1	v Pakistan	Cardiff	14-Jun-17	Joe Root	England	Batting					Joe Root
	93	54	77	53	4	0	101.88	3	bowled	2	v West Indies	Manchester	19-Sep-17	Joe Root	England	Batting					Joe Root
	94		-	-	-	-	-	-	-	1	v West Indies	Nottingham	21-Sep-17	Joe Root	England	Batting					Joe Root
	95	84	120	79	7	2	106.32	3	lbw	1	v West Indies	Bristol	24-Sep-17	Joe Root	England	Batting					Joe Root
	96	14	-	15	2	0	93.33	3	caught	2	v West Indies	The Oval	27-Sep-17	Joe Root	England	Batting					Joe Root
	97		-	44	2	1	104.54	3	not out	2	v West Indies	Southampton	29-Sep-17	Joe Root	England	Batting					Joe Root
	98		186	110	5	0	82.72	4	not out	2	v Australia	Melbourne	14-Jan-18	Joe Root	England	Batting					Joe Root
	99		-	58	1	0	79.31	4	not out	2	v Australia	Brisbane	19-Jan-18	Joe Root	England	Batting					Joe Root
	100	27	-	31	1	0	87.09	4	bowled	1	v Australia	Sydney	21-Jan-18	Joe Root	England	Batting					Joe Root
	101	0	-	7	0	0	0	4	caught	1	v Australia	Adelaide	26-Jan-18	Joe Root	England	Batting					Joe Root
	102	62	-	68	2	0	91.17	4	caught	1	v Australia	Perth	28-Jan-18	Joe Root	England	Batting					Joe Root
	103	71	124	75	5	1	94.66	3	bowled	1	v New Zealand	Hamilton	25-Feb-18	Joe Root	England	Batting					Joe Root
	104	9	26	18	1	0	50	3	caught	2	v New Zealand	Mount Maunganui	28-Feb-18	Joe Root	England	Batting					Joe Root
	105	20	26	22	3	0	90.9	3	caught	1	v New Zealand	Wellington	03-Mar-18	Joe Root	England	Batting					Joe Root
	106	102	155	101	6	2	100.99	3	caught	1	v New Zealand	Dunedin	07-Mar-18	Joe Root	England	Batting					Joe Root
	107		47	37	1	0	62.16	3	not out	2	v New Zealand	Christchurch	10-Mar-18	Joe Root	England	Batting					Joe Root
	108	29	-	25	3	1	116	4	run out	2	v Scotland	Edinburgh	10-Jun-18	Joe Root	England	Batting					Joe Root
	109	50	111	71	4	0	70.42	4	caught	2	v Australia	The Oval	13-Jun-18	Joe Root	England	Batting					Joe Root
	110	22	40	24	2	0	91.66	4	caught	1	v Australia	Cardiff	16-Jun-18	Joe Root	England	Batting					Joe Root
	111		-	6	0	0	66.66	7	not out	1	v Australia	Nottingham	19-Jun-18	Joe Root	England	Batting					Joe Root
	112	27	-	35	2	1	77.14	4	bowled	2	v Australia	Chester-le-Street	21-Jun-18	Joe Root	England	Batting					Joe Root
	113	1	-	3	0	0	33.33	4	caught	2	v Australia	Manchester	24-Jun-18	Joe Root	England	Batting					Joe Root
	114	3	-	6	0	0	50	3	lbw	1	v India	Nottingham	12-Jul-18	Joe Root	England	Batting					Joe Root
	115		-	116	8	1	97.41	3	not out	1	v India	Lord's	14-Jul-18	Joe Root	England	Batting					Joe Root
	116		155	120	10	0	83.33	3	not out	2	v India	Leeds	17-Jul-18	Joe Root	England	Batting					Joe Root
	117		-	28	4	0	89.28	3	not out	1	v Sri Lanka	Dambulla	10-Oct-18	Joe Root	England	Batting					Joe Root
	118	71	116	83	6	0	85.54	3	caught	1	v Sri Lanka	Dambulla	13-Oct-18	Joe Root	England	Batting					Joe Root
	119	8	-	10	1	0	80	3	bowled	2	v Sri Lanka	Pallekele	17-Oct-18	Joe Root	England	Batting					Joe Root
	120		-	57	0	0	56.14	3	not out	2	v Sri Lanka	Pallekele	20-Oct-18	Joe Root	England	Batting					Joe Root
	121	10	-	16	0	0	62.5	3	caught	2	v Sri Lanka	Colombo (RPS)	23-Oct-18	Joe Root	England	Batting					Joe Root
	122	102	167	97	9	0	105.15	3	caught	2	v West Indies	Bridgetown	20-Feb-19	Joe Root	England	Batting					Joe Root
	123	36	58	40	6	0	90	3	caught	2	v West Indies	Bridgetown	22-Feb-19	Joe Root	England	Batting					Joe Root
	124		-	-	-	-	-	-	-	-	v West Indies	St George's	25-Feb-19	Joe Root	England	Batting					Joe Root
	125	5	-	10	0	0	50	3	caught	1	v West Indies	St George's	27-Feb-19	Joe Root	England	Batting					Joe Root
	126	1	-	2	0	0	50	3	caught	1	v West Indies	Gros Islet	02-Mar-19	Joe Root	England	Batting					Joe Root
	127	7	8	6	1	0	116.66	3	lbw	2	v Ireland	Dublin (Malahide)	03-May-19	Joe Root	England	Batting					Joe Root
	128		-	-	-	-	-	-	-	-	v Pakistan	The Oval	08-May-19	Joe Root	England	Batting					Joe Root
	129	40	69	54	3	0	74.07	3	caught	1	v Pakistan	Southampton	11-May-19	Joe Root	England	Batting					Joe Root
	130	43	79	36	4	1	119.44	3	caught	2	v Pakistan	Bristol	14-May-19	Joe Root	England	Batting					Joe Root
	131	36	68	41	3	0	87.8	3	caught	2	v Pakistan	Nottingham	17-May-19	Joe Root	England	Batting					Joe Root
	132	84	112	73	9	0	115.06	3	caught	1	v Pakistan	Leeds	19-May-19	Joe Root	England	Batting					Joe Root
	133	51	83	59	5	0	86.44	3	caught	1	v South Africa	The Oval	30-May-19	Joe Root	England	Batting					Joe Root
	134	107	168	104	10	1	102.88	3	caught	2	v Pakistan	Nottingham	03-Jun-19	Joe Root	England	Batting					Joe Root
	135	21	54	29	1	0	72.41	3	bowled	1	v Bangladesh	Cardiff	08-Jun-19	Joe Root	England	Batting					Joe Root
	136		164	94	11	0	106.38	2	not out	2	v West Indies	Southampton	14-Jun-19	Joe Root	England	Batting					Joe Root
	137	88	155	82	5	1	107.31	3	caught	1	v Afghanistan	Manchester	18-Jun-19	Joe Root	England	Batting					Joe Root
	138	57	126	89	3	0	64.04	3	caught	2	v Sri Lanka	Leeds	21-Jun-19	Joe Root	England	Batting					Joe Root
	139	8	16	9	2	0	88.88	3	lbw	2	v Australia	Lord's	25-Jun-19	Joe Root	England	Batting					Joe Root
	140	44	96	54	2	0	81.48	3	caught	1	v India	Birmingham	30-Jun-19	Joe Root	England	Batting					Joe Root
	141	24	54	25	1	0	96	3	caught	1	v New Zealand	Chester-le-Street	03-Jul-19	Joe Root	England	Batting					Joe Root
	142		67	46	8	0	106.52	3	not out	2	v Australia	Birmingham	11-Jul-19	Joe Root	England	Batting					Joe Root
	143	7	40	30	0	0	23.33	3	caught	2	v New Zealand	Lord's	14-Jul-19	Joe Root	England	Batting					Joe Root
	144	17	28	21	0	0	80.95	3	run out	1	v South Africa	Cape Town	04-Feb-20	Joe Root	England	Batting					Joe Root
	145		-	-	-	-	-	-	-	-	v South Africa	Durban	07-Feb-20	Joe Root	England	Batting					Joe Root
	146	49	88	52	3	0	94.23	3	caught	2	v South Africa	Johannesburg	09-Feb-20	Joe Root	England	Batting					Joe Root
	147	1	15	11	0	0	9.09	3	caught	2	v Australia	Manchester	11-Sep-20	Joe Root	England	Batting					Joe Root
	148	39	88	73	4	1	53.42	3	caught	1	v Australia	Manchester	13-Sep-20	Joe Root	England	Batting					Joe Root
	149	0	1	1	0	0	0	3	lbw	1	v Australia	Manchester	16-Sep-20	Joe Root	England	Batting					Joe Root
	150		134	87	4	0	90.8	3	not out	2	v Sri Lanka	Chester-le-Street	29-Jun-21	Joe Root	England	Batting					Joe Root
	151		131	87	5	0	78.16	3	not out	2	v Sri Lanka	The Oval	01-Jul-21	Joe Root	England	Batting					Joe Root
	152		-	-	-	-	-	-	-	-	v Sri Lanka	Bristol	04-Jul-21	Joe Root	England	Batting					Joe Root
	153	0	3	2	0	0	0	3	caught	1	v India	The Oval	12-Jul-22	Joe Root	England	Batting					Joe Root
	154	11	43	21	0	0	52.38	3	lbw	1	v India	Lord's	14-Jul-22	Joe Root	England	Batting					Joe Root
	155	0	4	3	0	0	0	3	caught	1	v India	Manchester	17-Jul-22	Joe Root	England	Batting					Joe Root
	156	86	116	77	5	2	111.68	3	bowled	2	v South Africa	Chester-le-Street	19-Jul-22	Joe Root	England	Batting					Joe Root
	157	1	9	3	0	0	33.33	4	caught	1	v South Africa	Manchester	22-Jul-22	Joe Root	England	Batting					Joe Root
	158		-	-	-	-	-	-	-	-	v South Africa	Leeds	24-Jul-22	Joe Root	England	Batting					Joe Root
	159	6	25	15	0	0	40	3	caught	1	v New Zealand	Cardiff	08-Sep-23	Joe Root	England	Batting					Joe Root
	160	0	2	2	0	0	0	3	lbw	1	v New Zealand	Southampton	10-Sep-23	Joe Root	England	Batting					Joe Root
	161	4	10	7	1	0	57.14	3	bowled	1	v New Zealand	The Oval	13-Sep-23	Joe Root	England	Batting					Joe Root
	162	29	66	40	2	1	72.5	3	bowled	1	v New Zealand	Lord's	15-Sep-23	Joe Root	England	Batting					Joe Root
	163	77	140	86	4	1	89.53	3	bowled	1	v New Zealand	Ahmedabad	05-Oct-23	Joe Root	England	Batting					Joe Root
	164	82	107	68	8	1	120.58	3	caught	1	v Bangladesh	Dharamsala	10-Oct-23	Joe Root	England	Batting					Joe Root
	165	11	23	17	2	0	64.7	3	bowled	2	v Afghanistan	Delhi	15-Oct-23	Joe Root	England	Batting					Joe Root
	166	2	9	6	0	0	33.33	3	caught	2	v South Africa	Wankhede	21-Oct-23	Joe Root	England	Batting					Joe Root
	167	3	14	10	0	0	30	3	run out	1	v Sri Lanka	Bengaluru	26-Oct-23	Joe Root	England	Batting					Joe Root
	168	0	2	1	0	0	0	3	lbw	2	v India	Lucknow	29-Oct-23	Joe Root	England	Batting					Joe Root
	169	13	23	17	2	0	76.47	3	caught	2	v Australia	Ahmedabad	04-Nov-23	Joe Root	England	Batting					Joe Root
	170	28	53	35	1	0	80	3	bowled	1	v Netherlands	Pune	08-Nov-23	Joe Root	England	Batting					Joe Root
	171	60	115	72	4	0	83.33	3	caught	1	v Pakistan	Eden Gardens	11-Nov-23	Joe Root	England	Batting					Joe Root
	172	19	40	31	1	0	61.29	3	lbw	1	v India	Nagpur	06-Feb-25	Joe Root	England	Batting					Joe Root
	173	69	127	72	6	0	95.83	3	caught	1	v India	Cuttack	09-Feb-25	Joe Root	England	Batting					Joe Root
	174	24	45	29	2	0	82.75	4	bowled	2	v India	Ahmedabad	12-Feb-25	Joe Root	England	Batting					Joe Root
	175	68	106	78	4	0	87.17	4	lbw	1	v Australia	Lahore	22-Feb-25	Joe Root	England	Batting					Joe Root
	176	120	177	111	11	1	108.1	4	caught	2	v Afghanistan	Lahore	26-Feb-25	Joe Root	England	Batting					Joe Root
	177	37	70	44	4	1	84.09	4	bowled	1	v South Africa	Karachi	01-Mar-25	Joe Root	England	Batting					Joe Root
	178	57	77	65	5	0	87.69	3	caught	1	v West Indies	Birmingham	29-May-25	Joe Root	England	Batting					Joe Root
	179		220	139	21	2	119.42	3	not out	2	v West Indies	Cardiff	01-Jun-25	Joe Root	England	Batting					Joe Root
	180	44	72	49	1	0	89.79	3	caught	2	v West Indies	The Oval	03-Jun-25	Joe Root	England	Batting					Joe Root
	1	0	3	2	0	0	0	5	caught	2	v Pakistan	Dubai (DICS)	21-Feb-12	Jos Buttler	England	Batting					Jos Buttler
	2	14	12	9	1	1	155.55	7	caught	1	v India	Mohali	23-Jan-13	Jos Buttler	England	Batting					Jos Buttler
	3		-	-	-	-	-	-	-	2	v India	Dharamsala	27-Jan-13	Jos Buttler	England	Batting					Jos Buttler
	4	21	18	13	0	2	161.53	6	caught	1	v New Zealand	Hamilton	17-Feb-13	Jos Buttler	England	Batting					Jos Buttler
	5		-	-	-	-	-	-	-	2	v New Zealand	Napier	20-Feb-13	Jos Buttler	England	Batting					Jos Buttler
	6	3	5	4	0	0	75	6	caught	2	v New Zealand	Auckland	23-Feb-13	Jos Buttler	England	Batting					Jos Buttler
	7	14	41	25	1	0	56	6	caught	1	v New Zealand	Lord's	31-May-13	Jos Buttler	England	Batting					Jos Buttler
	8	2	5	3	0	0	66.66	6	caught	2	v New Zealand	Southampton	02-Jun-13	Jos Buttler	England	Batting					Jos Buttler
